YYYYQ,DUR,HOM,CAR,PAGO,PEXP,RINC,GASPX2,GAS1,GAS1PX2,GAS5,GASPX1,GAS1PX1,PINC,PINC2,PJOB,PSSA,PCRY,PSTK,BAGO,BEXP,BUS12,BUS5,NEWS1,NEWS2,UNEMP,GOVT,RATEX,PX1Q1,PX1Q2,PX1,PX5Q1,PX5Q2,PX5,AGE,BIRTHM,BIRTHY,REGION,SEX,MARRY,NUMKID,NUMADT,EDUC,ECLGRD,EHSGRD,EGRADE,HOMEAMT,INVAMT,POLAFF,POLREP,POLDEM,POLCRD,Unnamed: 0,INCOME,VEHOWN,VEHNUM,ICS,ICC,ICE,GDP,gdp_increase_rate
19803,3.074701195219124,3.348605577689243,3.4053784860557768,3.1847609561752988,2.962649402390438,3.7156374501992033,,,,,0.0004980079681274,0.0004980079681274,,,,,,,4.379980079681275,3.021912350597609,4.152390438247012,11.774402390438247,40.4800796812749,26.27191235059761,2.484561752988048,3.9133466135458166,3.041832669322709,1.5831673306772909,22.45145631067961,17.759462151394423,1.7708955223880598,23.4,20.478358208955225,42.0,9.0,1937.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,10,19348.11827956989,0.8991935483870968,1.128024193548387,68.35822709163378,81.06469123506021,60.194118525896585,2856.483,0.0211382049881461
19804,2.962172647914646,3.8186226964112513,3.518913676042677,3.292434529582929,3.0708050436469447,3.769156159068866,,,,,0.0004849660523763,0.0004849660523763,,,,,,,4.080989330746847,2.9117361784675078,4.086323957322987,13.245392822502424,36.11978661493696,21.65906886517944,2.951988360814743,3.983511154219205,2.7725509214354997,1.5838991270611058,23.071218363743377,18.601357904946653,,,,43.0,8.0,1936.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,11,19834.558823529413,0.9043863972400196,1.14933464760966,73.4294374393791,79.83837536372553,69.31081474296876,2985.557,0.0451863357842492
19811,3.019825918762089,4.174081237911025,3.503868471953578,3.300773694390716,2.9859767891682787,3.686653771760154,,,,,0.0004835589941972,0.0004835589941972,,,,,,,4.158123791102515,2.724854932301741,4.0556092843326885,10.5178916827853,34.82253384912959,21.184235976789168,2.632011605415861,3.742263056092843,3.508704061895551,1.5913926499032882,21.165578635014835,16.37330754352031,2.029497098646035,23.42280285035629,17.663442940038685,43.0,7.0,1937.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,12,20265.625,0.9021361152508692,1.1202185792349726,71.02695357833677,77.80278046421716,66.67244680851114,3124.206,0.046439910542656
19812,2.9178149606299213,3.980314960629921,3.377952755905512,3.19488188976378,2.844488188976378,3.5531496062992125,,,,,0.0004921259842519,0.0004921259842519,,,,,,,3.562992125984252,2.7416338582677167,3.629429133858268,9.418799212598426,29.086122047244096,15.253937007874017,2.6815944881889764,3.029035433070866,3.125984251968504,1.68503937007874,18.79430379746836,12.845964566929132,,,,43.0,7.0,1937.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,13,21270.17178552837,0.91324200913242,1.721461187214612,75.79955708661413,81.79656496063066,71.94521653543387,3162.532,0.0122674369103701
19813,2.845410628019324,4.15024154589372,3.3729468599033816,3.0159420289855072,2.835748792270532,3.524154589371981,,,,,0.0004830917874396,0.0004830917874396,,,,,,,3.4893719806763284,2.713043478260869,3.7657004830917873,10.158937198067632,30.23623188405797,15.980676328502415,2.6405797101449275,2.96280193236715,3.055072463768116,1.7241545893719807,16.04637491835402,11.478260869565217,1.8444444444444448,17.64956772334294,13.944444444444445,43.0,1.0,1937.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,14,21185.410334346503,0.896448224112056,1.1250625312656328,76.61707729468594,86.34122222222348,70.36870531401048,3260.609,0.0310121763194806
19814,3.1141226818830243,4.22491678554446,3.655729909652877,3.164051355206847,2.8649548264384213,3.572039942938659,,,,,0.0004755111745126,0.0004755111745126,,,,,,,4.130765572990965,3.0817879220161672,4.311459819305754,9.70042796005706,36.14550641940085,21.741321921065143,2.181169757489301,3.117926771279125,3.484070375653828,1.792677127912506,15.167832167832168,10.90489776509748,,,,43.0,10.0,1938.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,15,21278.5501489573,0.9113422486379396,1.138187221396731,66.88314788397588,78.58690442225368,59.363395149785504,3280.818,0.0061979219219479
19821,2.9185823754789277,4.133141762452107,3.431992337164751,3.15852490421456,2.9090038314176243,3.4669540229885056,,,,,0.0004789272030651,0.0004789272030651,,,,,,,4.486111111111111,2.935823754789272,4.230842911877395,9.510057471264368,43.41379310344828,28.492816091954023,2.278735632183908,3.271072796934866,3.308908045977012,1.934386973180077,13.833109017496636,9.27155172413793,1.943007662835249,14.884615384615383,13.318486590038312,43.0,1.0,1938.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,16,21978.64945382324,0.8954280155642024,1.1361867704280155,67.29056034482835,80.9327681992341,58.525407088121696,3274.302,-0.0019860900543705
19822,3.1564885496183206,4.087786259541985,3.3931297709923665,3.129293893129771,2.8592557251908395,3.4790076335877864,,79.10830039525692,44.4912559618442,,0.0004770992366412,0.2657442748091603,,,,,,,4.4441793893129775,2.9002862595419847,4.093511450381679,10.391698473282442,42.35400763358778,27.482347328244277,2.3979007633587788,3.469465648854962,3.5415076335877864,2.067748091603053,13.674092934436665,9.013358778625957,,,,43.0,12.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,17,23299.21065614208,0.9065880039331368,1.1130776794493609,67.90993320610733,77.21879770992389,61.92832538167856,3331.972,0.0176129141417009
19823,3.1291406625060008,4.036965914546327,3.484397503600576,3.155544887181949,2.8079692750840133,3.485837734037446,,68.90271132376395,58.096774193548384,,0.0004800768122899,0.0004800768122899,,,,,,,4.414786365818531,2.833413346135382,3.9673547767642825,11.224675948151704,41.92606817090734,25.953432549207875,2.4824771963514163,3.459913586173788,3.5108017282765243,1.8233317330772925,12.39181649101054,10.168506961113778,1.786365818530965,14.85381700054142,13.828132501200193,42.0,10.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,18,22591.34134134134,0.0657561962569549,1.8002023267577136,68.52726356217065,76.90710513682221,63.14262602016262,3366.322,0.010309210281479
19824,3.0819112627986347,3.415407118478791,3.161872257435397,3.149195514383228,2.7776694295465627,3.433447098976109,,72.51918367346939,50.98117154811715,,0.000487567040468,0.3315455875182838,,,,,,,4.279375914188201,2.681131155533886,3.8235007313505607,12.36274987810824,39.22964407606046,24.04095563139932,2.757191613846904,3.429546562652365,3.625548512920527,2.067284251584593,13.697841726618703,9.31253047294003,,,,43.0,2.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,19,22697.50254841998,0.909181636726547,1.124750499001996,73.27474402730421,78.48189663578785,69.92813749390432,3402.561,0.0107651615026727
19831,2.9084810733109725,3.0143747005270725,2.8888356492573077,3.106851940584572,2.7057977958792527,3.4413033061811213,,73.68735271013354,42.8189233278956,,0.0004791566842357,0.2803066602779109,,,,,,,3.7474844274077626,2.4652611403929083,3.539530426449449,10.218974604695736,34.81456636320077,22.146142788691904,3.1533301389554382,3.454719693339722,3.549113560134164,2.137038811691423,11.673211781206172,7.374221370388117,1.904168663152851,12.02099447513812,12.712505989458553,42.0,9.0,1940.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,20,22781.91753601589,0.908193484698914,1.1495557749259624,77.52075227599457,82.80218495448065,74.12626736942835,3473.413,0.0208231388063284
19832,2.485148514851485,2.3856671381423857,2.445073078736445,2.7996228194247994,2.479019330504479,3.252710985384253,96.62951167728238,54.904836193447736,40.55586206896552,114.95709828393136,0.3894389438943894,0.2871287128712871,,,,,,,2.3875530410183874,2.1527581329561527,2.6723243752946724,8.876473361621876,29.5011786892975,18.73974540311174,3.606789250353607,3.0801508722300803,3.272984441301273,1.9405940594059403,11.22938144329897,8.127769919849127,,,,43.0,8.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,21,23894.953905870934,0.9199424736337488,1.142377756471716,93.21299858557292,96.61974068835526,91.02205091937492,3578.848,0.0303548699794697
19833,2.460379192999514,2.679144385026738,2.565872630043753,2.769081186193486,2.6251823043266893,3.363150218765192,79.74603174603175,75.47766043866775,50.75691699604743,133.7408610885459,0.0364608653378706,0.2173067574137092,,,,,,,2.29897909577054,2.346621293145357,2.763247447739426,9.967914438502676,27.34127369956247,16.92416140009723,3.527467185221196,2.9810403500243075,2.6781720952843946,1.819154107924161,11.473376623376623,9.304326689353427,1.6635877491492466,14.55668449197861,15.303354399611084,44.0,8.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,22,22839.132627332325,0.9080059671805072,1.149676777722526,92.8918279047154,98.3862712688389,89.35999999999753,3689.179,0.0308286353597582
19834,2.5920612147297946,2.874701099952176,2.868962219033955,2.692491630798661,2.606886657101865,3.3553323768531804,,71.28832406671962,38.38854805725971,,0.0004782400765184,0.3314203730272597,,,,,,,2.2118603538976567,2.3859397417503585,2.657580105212817,10.4882831181253,26.347202295552368,14.374940219990435,3.4748923959827835,2.9311334289813487,2.878527020564323,1.7938785270205644,13.870018393623544,11.663318986131038,,,,43.0,12.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,23,23026.25,0.9042033235581622,1.18475073313783,93.27572931611644,98.41165471066556,89.97406504064786,3794.706,0.0286044672812026
19841,2.223404255319149,2.6117021276595747,2.63394584139265,2.593326885880077,2.526595744680851,3.2016441005802707,,54.05804311774461,39.24129930394432,,0.0004835589941972,0.152321083172147,,,,,,,1.9830754352030948,2.529497098646035,2.370406189555126,11.070599613152805,25.924564796905223,16.083655705996133,3.501934235976789,2.8210831721470018,2.7345261121856868,1.7867504835589942,11.521904761904764,9.760154738878144,1.6102514506769825,14.212346993081429,14.700676982591876,44.0,8.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,24,23266.210739614995,0.8863188976377953,1.1540354330708662,100.79734526112168,106.950502901355,96.84191489361396,3908.054,0.0298700347273279
19842,2.256867469879518,2.695903614457831,2.705060240963856,2.5373493975903614,2.550843373493976,3.2636144578313253,,40.64238952536825,47.66304347826087,,0.0004819277108433,0.3103614457831325,,,,,,,2.0626506024096387,2.7759036144578317,2.67710843373494,9.809156626506024,28.68433734939759,14.987469879518072,3.2380722891566265,2.88144578313253,1.978313253012048,1.6380722891566266,10.552194543297746,9.55421686746988,,,,44.0,12.0,1939.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,25,23991.470145509284,0.9001468428781204,1.179637787567303,98.4452289156628,107.65428433735045,92.52692530120214,4009.601,0.0259840319504285
19843,2.228655544651619,3.020608439646713,2.688420019627085,2.50441609421001,2.5814524043179587,3.2154072620215897,,28.647562018819503,37.8568129330254,,0.0004906771344455,0.3469087340529931,,,,,,,2.0966633954857703,2.850343473994112,2.665848871442591,10.1648675171737,29.34690873405299,16.352796859666338,3.201668302257114,2.830225711481845,2.31648675171737,1.821884200196271,10.357509627727856,9.325809617271837,1.5318940137389598,11.970697922216305,14.003925417075564,43.0,8.0,1940.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,26,24261.128364389235,0.8969176351692774,1.806467913087418,100.30514720314022,108.03119725220913,95.33942590774984,4084.25,0.0186175631939438
19844,2.3202830188679244,2.904245283018868,2.8688679245283017,2.543867924528302,2.568396226415094,3.2169811320754715,81.26096256684492,23.30256821829856,39.40275049115913,83.04735152487962,0.394811320754717,0.3377358490566037,,,,,,,2.239622641509434,2.805188679245283,2.8462264150943395,11.330188679245284,27.492924528301888,14.327830188679243,3.0202830188679246,2.754245283018868,2.7820754716981133,1.7882075471698111,11.62297053517739,9.38443396226415,,,,43.0,7.0,1940.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,27,23457.943925233645,0.9109292248435245,1.8387096774193548,97.4383773584906,105.16179245283124,92.47448113207268,4148.551,0.0157436493848319
19851,2.0723819301848048,2.5,2.53388090349076,2.575975359342916,2.6057494866529773,3.233572895277208,,21.900436681222708,25.03333333333333,,0.0005133470225872,0.2828542094455852,,,,,,,2.3619096509240247,2.747433264887064,2.563655030800821,8.611909650924025,28.27258726899384,17.083162217659137,2.972792607802875,2.7494866529774127,2.8613963039014374,1.747946611909651,9.516,7.624743326488707,1.517453798767967,10.988980716253444,11.809548254620124,44.0,10.0,1940.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,3.0,1.0,5.0,1.0,28,24659.81856990395,0.9165346011621764,1.2319070258848388,98.17537474332649,108.61718172484711,91.46529260780063,4230.168,0.0196736161614017
19852,2.098088531187123,2.432092555331992,2.4527162977867203,2.555835010060362,2.605633802816901,3.2595573440643864,,27.642178046672427,34.33444816053512,,0.0005030181086519,0.2706237424547283,,,,,,,2.5417505030181085,2.844064386317908,2.952213279678068,8.668008048289739,28.50855130784708,16.41549295774648,2.9190140845070425,2.8611670020120723,2.7132796780684103,1.6856136820925554,8.776741293532337,7.82897384305835,,,,44.0,7.0,1940.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,3.0,1.0,5.0,1.0,29,24851.550183920128,0.9127272727272728,1.2176623376623377,97.01460764587532,108.54693158953832,89.60404426559128,4294.887,0.0152993923645585
19853,2.227249357326478,2.119794344473008,2.4246786632390744,2.648843187660668,2.638560411311054,3.2303341902313623,55.14534161490683,27.666666666666668,34.2669245647969,58.32700993676603,0.0005141388174807,0.0005141388174807,,,,,,,2.6174807197943446,2.8704370179948584,2.901285347043702,8.768637532133676,28.60411311053985,16.218508997429307,2.842159383033419,2.8118251928020563,2.768637532133676,1.7804627249357323,8.790681971640783,7.208226221079691,1.5989717223650386,10.779030439684329,13.067866323907454,44.0,10.0,1940.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,30,25094.71718249733,0.0765911542610571,1.1952535059331175,95.75120822622102,106.73862210797022,88.69108483290289,4386.773,0.021394276496681
19854,2.325319693094629,2.292583120204604,2.4710997442455245,2.6250639386189256,2.544245524296675,3.252173913043478,,27.14481576692373,54.03901437371663,,0.0005115089514066,0.340153452685422,,,,,,,2.6675191815856776,2.937595907928389,3.022506393861893,11.686445012787724,28.545780051150896,16.601023017902815,2.757544757033248,2.943222506393862,2.7539641943734017,1.7074168797953964,10.25918762088975,8.603580562659847,,,,43.0,8.0,1941.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,31,24723.84492830589,0.9094693028095734,1.179500520291363,94.1134373401534,104.67356521739232,87.32747826086764,4444.094,0.0130667805240891
19861,2.065482233502538,1.997969543147208,2.253299492385787,2.543147208121828,2.568020304568528,3.283756345177665,,11.81523642732049,40.46923076923077,,0.0005076142131979,0.2406091370558375,,,,,,,2.584771573604061,2.8431472081218274,2.7238578680203047,9.48477157360406,29.06700507614213,15.73502538071066,2.8395939086294417,2.9253807106598986,3.081218274111675,1.9741116751269037,11.369039843239712,8.211167512690356,1.6717325227963526,12.65989847715736,13.39969604863222,43.0,7.0,1942.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,32,28449.317226890755,0.9136125654450262,1.1790575916230366,98.06300507614188,111.09580710660016,89.68876142131774,4507.894,0.0143561319810068
19862,2.08625063419584,1.688990360223237,2.121765601217656,2.5266362252663623,2.512937595129376,3.262810755961441,92.42540322580643,42.75650713685978,51.537746806039486,96.48698572628044,0.0867579908675799,0.3627600202942668,,,,,,,2.423642820903095,2.84830035514967,2.769660071029934,10.396245560629122,29.335870116692035,17.180618975139524,2.810755961440893,2.874175545408422,2.6448503297818364,2.003551496702181,11.24,8.647894469812279,1.4164133738601823,9.939102564102564,10.285714285714286,43.0,8.0,1942.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,33,28918.69481560663,0.9139344262295082,1.2069672131147542,98.18707255200418,111.11721968544,89.87861491628395,4545.34,0.0083067614278418
19863,2.059686393525544,1.7379868487607486,2.0647445624683862,2.5159332321699543,2.5513404147698533,3.195751138088012,,34.20645709430756,36.57947434292866,,0.0005058168942842,0.1825998988366211,,,,,,,2.8077895801719777,2.969650986342944,3.050581689428427,10.717248356095094,30.033889731917046,18.10318664643399,2.7334344967121904,2.957511380880121,2.6272129489124936,1.8330804248861912,11.176247631080228,8.240263024785028,1.5538694992412747,11.435351882160392,13.062215477996965,44.0,11.0,1942.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,34,32899.3397260274,0.9700272479564032,1.2871934604904631,95.42437531613558,110.69039959534766,85.61557916034204,4607.669,0.0137127255606841
19864,2.2520408163265304,1.84030612244898,2.5270408163265308,2.616836734693877,2.603061224489796,3.321428571428572,,34.91512605042017,46.02706552706552,,0.0005102040816326,0.3301020408163265,,,,,,,2.983163265306122,3.0816326530612246,3.285204081632653,9.653061224489797,30.176020408163264,16.84795918367347,2.5795918367346937,2.9994897959183677,2.573469387755102,1.7872448979591835,10.991217063989962,8.704591836734695,1.5849923430321593,10.461412151067323,12.719754977029096,44.0,8.0,1942.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,35,31231.242675511334,0.9140946502057612,1.2376543209876545,92.74559183673465,107.19195918367444,83.46330612244716,4657.627,0.0108423586850532
19871,2.2372708757637474,1.8925661914460288,2.7240325865580446,2.595723014256619,2.585030549898167,3.360488798370672,,41.51190476190476,44.098379629629626,,0.0005091649694501,0.4322810590631364,,,,,,,2.8783095723014256,2.9826883910386965,3.1135437881873727,10.036659877800409,29.2540733197556,14.724032586558044,2.636456211812628,3.145112016293279,2.614562118126273,1.6644602851323829,11.295021511985247,9.10183299389002,1.4647239263803682,12.147299509001636,13.785276073619633,44.0,12.0,1942.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,36,31870.086570477248,0.911145351823318,1.2131484334874163,92.45524949083496,106.86225050916605,83.1983706720961,4722.156,0.0138544799744591
19872,2.190597853857946,1.924885028104241,2.5978538579458355,2.601430761369443,2.6423096576392435,3.3229432805314256,,40.90381426202322,40.29346485819976,,0.0005109862033725,0.4031681144609095,,,,,,,2.903423607562596,3.030148185998978,3.3321410321921308,10.531936637710782,32.96218702095043,17.21614716402657,2.7245784363822176,3.145631067961165,1.9371486969851812,1.5779253960143076,11.363199037883344,9.266223811957078,1.5611620795107033,13.430194805194803,13.262996941896024,44.0,8.0,1942.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,37,33705.873410724154,0.926766374419804,1.2764311500773595,92.83936126724574,108.35889626980178,82.86770567194516,4806.16,0.0177893318221591
19873,2.189769820971867,2.1744245524296675,2.5452685421994885,2.5508951406649616,2.632225063938619,3.39386189258312,,39.88870008496177,30.069634703196343,,0.0005115089514066,0.4358056265984655,,,,,,,2.716624040920716,3.022506393861893,3.2997442455242965,11.313554987212276,27.691048593350384,14.809718670076728,2.8092071611253195,3.1294117647058823,2.0066496163682865,1.5570332480818414,11.187274909963984,10.088491048593353,1.5476923076923077,11.248366013071896,14.569230769230767,44.0,10.0,1942.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,38,32193.29546726357,0.9205194805194804,1.2264935064935063,95.32477237851651,110.71315601023124,85.43739130434601,4884.555,0.0163113587562628
19874,2.4050632911392404,2.403730846102598,2.725516322451699,2.659560293137908,2.6429047301798803,3.3037974683544302,,29.41895803183792,30.87142857142857,,0.0006662225183211,0.4710193204530313,,,,,,,3.197868087941373,3.141239173884077,3.727514990006662,10.469020652898068,40.96868754163891,21.96135909393737,2.669553630912725,3.206528980679547,2.347101932045303,1.6908727514990007,10.147826086956522,8.964023984010659,1.446,9.042918454935622,9.972,44.0,3.0,1943.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,39,33027.5,0.9337837837837838,1.9182432432432432,87.69586275816158,102.5990139906736,78.1205862758157,5007.994,0.0252712887867982
19881,2.317576564580559,2.342876165113182,2.794940079893476,2.5139813581890813,2.468708388814913,3.2902796271637818,,27.114778694673667,30.45869947275923,,0.0006657789613848,0.488681757656458,,,,,,,3.1498002663115847,3.0792276964047938,3.525965379494008,9.56657789613848,34.91411451398136,17.077896138482025,2.68508655126498,3.217709720372836,2.500665778961385,1.6691078561917445,10.942583732057416,9.062583222370174,,,,44.0,8.0,1943.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,13.0,,,,,,,40,34948.3839602555,0.900067521944632,1.8413234301147876,93.33511318242353,108.30210386151887,83.71850199733676,5073.372,0.0130547281007127
